id,no,pos,name,dob,caps,goals,club,clubNat,clubWiki,captain,wiki,wcApps,wcGoals,wcYellow,wcRed,team_code,team_flag,team_wiki,coach,name_norm
hassan-al-haydos,10,FW,Hassan Al-Haydos,1990-12-11,186,41,Al-Sadd,QAT,https://en.wikipedia.org/wiki/Al_Sadd_SC,False,https://en.wikipedia.org/wiki/Hassan_Al-Haydos,2,1,0,0,QAT,🇶🇦,https://en.wikipedia.org/wiki/Qatar_national_football_team,Julen Lopetegui,hassan al haydos
akram-afif,11,FW,Akram Afif,1996-11-18,125,39,Al-Sadd,QAT,https://en.wikipedia.org/wiki/Al_Sadd_SC,False,https://en.wikipedia.org/wiki/Akram_Afif,3,0,0,0,QAT,🇶🇦,https://en.wikipedia.org/wiki/Qatar_national_football_team,Julen Lopetegui,akram afif
yusuf-abdurisag,15,FW,Yusuf Abdurisag,1999-08-06,39,3,Al-Wakrah,QAT,https://en.wikipedia.org/wiki/Al-Wakrah_SC,False,https://en.wikipedia.org/wiki/Yusuf_Abdurisag,2,0,0,0,QAT,🇶🇦,https://en.wikipedia.org/wiki/Qatar_national_football_team,Julen Lopetegui,yusuf abdurisag
almoez-ali,19,FW,Almoez Ali,1996-08-19,115,55,Al-Duhail,QAT,https://en.wikipedia.org/wiki/Al_Duhail_SC,False,https://en.wikipedia.org/wiki/Almoez_Ali,1,0,0,0,QAT,🇶🇦,https://en.wikipedia.org/wiki/Qatar_national_football_team,Julen Lopetegui,almoez ali
tahsin-jamshid,24,FW,Tahsin Jamshid,2006-06-16,3,0,Al-Duhail,QAT,https://en.wikipedia.org/wiki/Al_Duhail_SC,False,https://en.wikipedia.org/wiki/Tahsin_Jamshid,0,0,0,0,QAT,🇶🇦,https://en.wikipedia.org/wiki/Qatar_national_football_team,Julen Lopetegui,tahsin jamshid
mohamed-manai,26,FW,Mohamed Manai,2002-10-25,10,0,Al-Shamal,QAT,https://en.wikipedia.org/wiki/Al-Shamal_SC,False,https://en.wikipedia.org/wiki/Mohamed_Manai,3,0,0,0,QAT,🇶🇦,https://en.wikipedia.org/wiki/Qatar_national_football_team,Julen Lopetegui,mohamed manai
gregor-kobel,1,GK,Gregor Kobel,1997-12-06,21,0,Borussia Dortmund,GER,https://en.wikipedia.org/wiki/Borussia_Dortmund,False,https://en.wikipedia.org/wiki/Gregor_Kobel,3,0,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,gregor kobel
yvon-mvogo,12,GK,Yvon Mvogo,1994-06-06,13,0,Lorient,FRA,https://en.wikipedia.org/wiki/FC_Lorient,False,https://en.wikipedia.org/wiki/Yvon_Mvogo,0,0,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,yvon mvogo
marvin-keller,21,GK,Marvin Keller,2002-07-03,1,0,Young Boys,SUI,https://en.wikipedia.org/wiki/BSC_Young_Boys,False,https://en.wikipedia.org/wiki/Marvin_Keller_(footballer),0,0,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,marvin keller
miro-muheim,2,DF,Miro Muheim,1998-03-24,10,0,Hamburger SV,GER,https://en.wikipedia.org/wiki/Hamburger_SV,False,https://en.wikipedia.org/wiki/Miro_Muheim,1,0,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,miro muheim
silvan-widmer,3,DF,Silvan Widmer,1993-03-05,60,5,Mainz 05,GER,https://en.wikipedia.org/wiki/1._FSV_Mainz_05,False,https://en.wikipedia.org/wiki/Silvan_Widmer,2,0,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,silvan widmer
nico-elvedi,4,DF,Nico Elvedi,1996-09-30,67,3,Borussia Mönchengladbach,GER,https://en.wikipedia.org/wiki/Borussia_M%C3%B6nchengladbach,False,https://en.wikipedia.org/wiki/Nico_Elvedi,3,0,1,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,nico elvedi
manuel-akanji,5,DF,Manuel Akanji,1995-07-19,81,4,Inter Milan,ITA,https://en.wikipedia.org/wiki/Inter_Milan,False,https://en.wikipedia.org/wiki/Manuel_Akanji,3,0,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,manuel akanji
ricardo-rodriguez,13,DF,Ricardo Rodriguez,1992-08-25,138,9,Real Betis,ESP,https://en.wikipedia.org/wiki/Real_Betis,False,https://en.wikipedia.org/wiki/Ricardo_Rodriguez_(footballer),3,0,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,ricardo rodriguez
eray-comert,18,DF,Eray Cömert,1998-02-04,22,0,Valencia,ESP,https://en.wikipedia.org/wiki/Valencia_CF,False,https://en.wikipedia.org/wiki/Eray_C%C3%B6mert,0,0,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,eray comert
aurele-amenda,24,DF,Aurèle Amenda,2003-07-31,7,0,Eintracht Frankfurt,GER,https://en.wikipedia.org/wiki/Eintracht_Frankfurt,False,https://en.wikipedia.org/wiki/Aur%C3%A8le_Amenda,0,0,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,aurele amenda
luca-jaquez,25,DF,Luca Jaquez,2003-06-02,3,0,VfB Stuttgart,GER,https://en.wikipedia.org/wiki/VfB_Stuttgart,False,https://en.wikipedia.org/wiki/Luca_Jaquez,2,0,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,luca jaquez
denis-zakaria,6,MF,Denis Zakaria,1996-11-20,65,3,Monaco,FRA,https://en.wikipedia.org/wiki/AS_Monaco_FC,False,https://en.wikipedia.org/wiki/Denis_Zakaria,1,0,1,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,denis zakaria
remo-freuler,8,MF,Remo Freuler,1992-04-15,88,11,Bologna,ITA,https://en.wikipedia.org/wiki/Bologna_FC_1909,False,https://en.wikipedia.org/wiki/Remo_Freuler,3,0,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,remo freuler
johan-manzambi,9,MF,Johan Manzambi,2005-10-14,12,3,SC Freiburg,GER,https://en.wikipedia.org/wiki/SC_Freiburg,False,https://en.wikipedia.org/wiki/Johan_Manzambi,3,3,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,johan manzambi
granit-xhaka,10,MF,Granit Xhaka,1992-09-27,146,17,Sunderland,ENG,https://en.wikipedia.org/wiki/Sunderland_A.F.C.,False,https://en.wikipedia.org/wiki/Granit_Xhaka,3,1,1,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,granit xhaka
ardon-jashari,14,MF,Ardon Jashari,2002-07-30,8,0,Milan,ITA,https://en.wikipedia.org/wiki/AC_Milan,False,https://en.wikipedia.org/wiki/Ardon_Jashari,1,0,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,ardon jashari
djibril-sow,15,MF,Djibril Sow,1997-02-06,52,0,Sevilla,ESP,https://en.wikipedia.org/wiki/Sevilla_FC,False,https://en.wikipedia.org/wiki/Djibril_Sow,2,0,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,djibril sow
michel-aebischer,20,MF,Michel Aebischer,1997-01-06,40,2,Pisa,ITA,https://en.wikipedia.org/wiki/Pisa_SC,False,https://en.wikipedia.org/wiki/Michel_Aebischer,3,0,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,michel aebischer
fabian-rieder,22,MF,Fabian Rieder,2002-02-16,28,1,FC Augsburg,GER,https://en.wikipedia.org/wiki/FC_Augsburg,False,https://en.wikipedia.org/wiki/Fabian_Rieder,2,0,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,fabian rieder
breel-embolo,7,FW,Breel Embolo,1997-02-14,86,24,Rennes,FRA,https://en.wikipedia.org/wiki/Stade_Rennais_FC,False,https://en.wikipedia.org/wiki/Breel_Embolo,3,1,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,breel embolo
dan-ndoye,11,FW,Dan Ndoye,2000-10-25,31,8,Nottingham Forest,ENG,https://en.wikipedia.org/wiki/Nottingham_Forest_F.C.,False,https://en.wikipedia.org/wiki/Dan_Ndoye,3,0,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,dan ndoye
christian-fassnacht,16,FW,Christian Fassnacht,1993-11-11,23,5,Young Boys,SUI,https://en.wikipedia.org/wiki/BSC_Young_Boys,False,https://en.wikipedia.org/wiki/Christian_Fassnacht,1,0,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,christian fassnacht
ruben-vargas,17,FW,Rubén Vargas,1998-08-05,61,11,Sevilla,ESP,https://en.wikipedia.org/wiki/Sevilla_FC,False,https://en.wikipedia.org/wiki/Rub%C3%A9n_Vargas,3,2,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,ruben vargas
noah-okafor,19,FW,Noah Okafor,2000-05-24,25,2,Leeds United,ENG,https://en.wikipedia.org/wiki/Leeds_United_F.C.,False,https://en.wikipedia.org/wiki/Noah_Okafor,0,0,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,noah okafor
zeki-amdouni,23,FW,Zeki Amdouni,2000-12-04,29,11,Burnley,ENG,https://en.wikipedia.org/wiki/Burnley_F.C.,False,https://en.wikipedia.org/wiki/Zeki_Amdouni,1,0,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,zeki amdouni
cedric-itten,26,FW,Cedric Itten,1996-12-27,15,5,Fortuna Düsseldorf,GER,https://en.wikipedia.org/wiki/Fortuna_D%C3%BCsseldorf,False,https://en.wikipedia.org/wiki/Cedric_Itten,2,0,0,0,SUI,🇨🇭,https://en.wikipedia.org/wiki/Switzerland_national_football_team,Murat Yakin,cedric itten
alisson,1,GK,Alisson,1992-10-02,78,0,Liverpool,ENG,https://en.wikipedia.org/wiki/Liverpool_F.C.,False,https://en.wikipedia.org/wiki/Alisson_Becker,3,0,0,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,alisson
weverton,12,GK,Weverton,1987-12-13,11,0,Grêmio,BRA,https://en.wikipedia.org/wiki/Gr%C3%AAmio_FBPA,False,https://en.wikipedia.org/wiki/Weverton_(footballer%2C_born_1987),0,0,0,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,weverton
ederson-moraes,23,GK,Ederson Moraes,1993-08-17,32,0,Fenerbahçe,TUR,https://en.wikipedia.org/wiki/Fenerbah%C3%A7e_S.K._(football),False,https://en.wikipedia.org/wiki/Ederson_(footballer%2C_born_1993),0,0,0,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,ederson moraes
gabriel-magalhaes,3,DF,Gabriel Magalhães,1997-12-19,17,1,Arsenal,ENG,https://en.wikipedia.org/wiki/Arsenal_F.C.,False,https://en.wikipedia.org/wiki/Gabriel_Magalh%C3%A3es,3,0,0,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,gabriel magalhaes
marquinhos,4,DF,Marquinhos,1994-05-14,105,7,Paris Saint-Germain,FRA,https://en.wikipedia.org/wiki/Paris_Saint-Germain_FC,False,https://en.wikipedia.org/wiki/Marquinhos,3,0,0,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,marquinhos
alex-sandro,6,DF,Alex Sandro,1991-01-26,45,2,Flamengo,BRA,https://en.wikipedia.org/wiki/CR_Flamengo,False,https://en.wikipedia.org/wiki/Alex_Sandro,1,0,0,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,alex sandro
danilo-luiz,13,DF,Danilo Luiz,1991-07-15,70,1,Flamengo,BRA,https://en.wikipedia.org/wiki/CR_Flamengo,False,https://en.wikipedia.org/wiki/Danilo_(footballer%2C_born_July_1991),3,0,1,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,danilo luiz
bremer,14,DF,Bremer,1997-03-18,8,1,Juventus,ITA,https://en.wikipedia.org/wiki/Juventus_FC,False,https://en.wikipedia.org/wiki/Gleison_Bremer,0,0,0,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,bremer
leo-pereira,15,DF,Léo Pereira,1996-01-31,4,0,Flamengo,BRA,https://en.wikipedia.org/wiki/CR_Flamengo,False,https://en.wikipedia.org/wiki/L%C3%A9o_Pereira_(footballer%2C_born_1996),0,0,0,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,leo pereira
douglas-santos,16,DF,Douglas Santos,1994-03-22,7,0,Zenit Saint Petersburg,RUS,https://en.wikipedia.org/wiki/FC_Zenit_Saint_Petersburg,False,https://en.wikipedia.org/wiki/Douglas_Santos_(footballer%2C_born_1994),3,0,1,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,douglas santos
roger-ibanez,24,DF,Roger Ibañez,1998-11-23,7,0,Al-Ahli,KSA,https://en.wikipedia.org/wiki/Al-Ahli_Saudi_FC,False,https://en.wikipedia.org/wiki/Roger_Iba%C3%B1ez,1,0,1,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,roger ibanez
ederson-silva,2,MF,Éderson Silva,1999-07-07,3,0,Atalanta,ITA,https://en.wikipedia.org/wiki/Atalanta_BC,False,https://en.wikipedia.org/wiki/%C3%89derson_(footballer%2C_born_1999),1,0,0,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,ederson silva
casemiro,5,MF,Casemiro,1992-02-23,86,9,Manchester United,ENG,https://en.wikipedia.org/wiki/Manchester_United_F.C.,False,https://en.wikipedia.org/wiki/Casemiro,3,0,1,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,casemiro
bruno-guimaraes,8,MF,Bruno Guimarães,1997-11-16,43,3,Newcastle United,ENG,https://en.wikipedia.org/wiki/Newcastle_United_F.C.,False,https://en.wikipedia.org/wiki/Bruno_Guimar%C3%A3es,3,0,0,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,bruno guimaraes
fabinho,17,MF,Fabinho,1993-10-23,33,0,Al-Ittihad,KSA,https://en.wikipedia.org/wiki/Al-Ittihad_Club_(Jeddah),False,https://en.wikipedia.org/wiki/Fabinho_(footballer%2C_born_1993),2,0,1,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,fabinho
danilo-santos,18,MF,Danilo Santos,2001-04-29,4,2,Botafogo,BRA,https://en.wikipedia.org/wiki/Botafogo_FR,False,https://en.wikipedia.org/wiki/Danilo_(footballer%2C_born_2001),2,0,0,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,danilo santos
lucas-paqueta,20,MF,Lucas Paquetá,1997-08-27,63,13,Flamengo,BRA,https://en.wikipedia.org/wiki/CR_Flamengo,False,https://en.wikipedia.org/wiki/Lucas_Paquet%C3%A1,3,0,0,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,lucas paqueta
vinicius-junior,7,FW,Vinícius Júnior,2000-07-12,49,9,Real Madrid,ESP,https://en.wikipedia.org/wiki/Real_Madrid_CF,False,https://en.wikipedia.org/wiki/Vin%C3%ADcius_J%C3%BAnior,3,4,0,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,vinicius junior
matheus-cunha,9,FW,Matheus Cunha,1999-05-27,23,1,Manchester United,ENG,https://en.wikipedia.org/wiki/Manchester_United_F.C.,False,https://en.wikipedia.org/wiki/Matheus_Cunha,3,3,0,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,matheus cunha
neymar,10,FW,Neymar,1992-02-05,128,79,Santos,BRA,https://en.wikipedia.org/wiki/Santos_FC,False,https://en.wikipedia.org/wiki/Neymar,1,0,0,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,neymar
raphinha,11,FW,Raphinha,1996-12-14,39,11,Barcelona,ESP,https://en.wikipedia.org/wiki/FC_Barcelona,False,https://en.wikipedia.org/wiki/Raphinha,2,0,0,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,raphinha
endrick,19,FW,Endrick,2006-07-21,17,4,Lyon,FRA,https://en.wikipedia.org/wiki/Olympique_Lyonnais,False,https://en.wikipedia.org/wiki/Endrick_(footballer%2C_born_2006),2,0,0,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,endrick
luiz-henrique,21,FW,Luiz Henrique,2001-01-02,15,2,Zenit Saint Petersburg,RUS,https://en.wikipedia.org/wiki/FC_Zenit_Saint_Petersburg,False,https://en.wikipedia.org/wiki/Luiz_Henrique_(footballer%2C_born_2001),1,0,0,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,luiz henrique
gabriel-martinelli,22,FW,Gabriel Martinelli,2001-06-18,23,4,Arsenal,ENG,https://en.wikipedia.org/wiki/Arsenal_F.C.,False,https://en.wikipedia.org/wiki/Gabriel_Martinelli,2,0,0,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,gabriel martinelli
igor-thiago,25,FW,Igor Thiago,2001-06-26,4,2,Brentford,ENG,https://en.wikipedia.org/wiki/Brentford_F.C.,False,https://en.wikipedia.org/wiki/Igor_Thiago,1,0,0,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,igor thiago
rayan,26,FW,Rayan,2006-08-03,2,1,Bournemouth,ENG,https://en.wikipedia.org/wiki/AFC_Bournemouth,False,https://en.wikipedia.org/wiki/Rayan_(footballer%2C_born_2006),2,0,0,0,BRA,🇧🇷,https://en.wikipedia.org/wiki/Brazil_national_football_team,Carlo Ancelotti,rayan
johny-placide,1,GK,Johny Placide,1988-01-29,82,0,Bastia,FRA,https://en.wikipedia.org/wiki/SC_Bastia,False,https://en.wikipedia.org/wiki/Johny_Placide,3,0,1,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,johny placide
alexandre-pierre,12,GK,Alexandre Pierre,2001-02-25,16,0,Sochaux,FRA,https://en.wikipedia.org/wiki/FC_Sochaux-Montb%C3%A9liard,False,https://en.wikipedia.org/wiki/Alexandre_Pierre,0,0,0,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,alexandre pierre
josue-duverger,23,GK,Josué Duverger,2000-04-27,7,0,Cosmos Koblenz,GER,https://en.wikipedia.org/wiki/FC_Cosmos_Koblenz,False,https://en.wikipedia.org/wiki/Josu%C3%A9_Duverger,0,0,0,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,josue duverger
carlens-arcus,2,DF,Carlens Arcus,1996-06-28,56,1,Angers,FRA,https://en.wikipedia.org/wiki/Angers_SCO,False,https://en.wikipedia.org/wiki/Carlens_Arcus,3,0,1,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,carlens arcus
keeto-thermoncy,3,DF,Keeto Thermoncy,2006-03-29,1,0,Young Boys,SUI,https://en.wikipedia.org/wiki/BSC_Young_Boys,False,https://en.wikipedia.org/wiki/Keeto_Thermoncy,0,0,0,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,keeto thermoncy
ricardo-ade,4,DF,Ricardo Adé,1990-05-21,59,2,LDU Quito,ECU,https://en.wikipedia.org/wiki/LDU_Quito,False,https://en.wikipedia.org/wiki/Ricardo_Ad%C3%A9,3,0,0,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,ricardo ade
hannes-delcroix,5,DF,Hannes Delcroix,1999-02-28,7,0,Lugano,SUI,https://en.wikipedia.org/wiki/FC_Lugano,False,https://en.wikipedia.org/wiki/Hannes_Delcroix,3,0,0,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,hannes delcroix
martin-experience,8,DF,Martin Expérience,1999-03-09,21,0,Nancy,FRA,https://en.wikipedia.org/wiki/AS_Nancy_Lorraine,False,https://en.wikipedia.org/wiki/Martin_Exp%C3%A9rience,3,0,0,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,martin experience
duke-lacroix,13,DF,Duke Lacroix,1993-10-14,16,3,Colorado Springs Switchbacks FC,USA,https://en.wikipedia.org/wiki/Colorado_Springs_Switchbacks_FC,False,https://en.wikipedia.org/wiki/Duke_Lacroix,0,0,0,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,duke lacroix
garven-metusala,14,DF,Garven Metusala,1999-12-31,16,0,Colorado Springs Switchbacks FC,USA,https://en.wikipedia.org/wiki/Colorado_Springs_Switchbacks_FC,False,https://en.wikipedia.org/wiki/Garven_Metusala,0,0,0,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,garven metusala
jean-kevin-duverne,22,DF,Jean-Kévin Duverne,1997-07-12,17,1,Gent,BEL,https://en.wikipedia.org/wiki/KAA_Gent,False,https://en.wikipedia.org/wiki/Jean-K%C3%A9vin_Duverne,2,0,0,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,jean kevin duverne
wilguens-paugain,24,DF,Wilguens Paugain,2001-08-24,8,0,Zulte Waregem,BEL,https://en.wikipedia.org/wiki/SV_Zulte_Waregem,False,https://en.wikipedia.org/wiki/Wilguens_Paugain,0,0,0,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,wilguens paugain
carl-sainte,6,MF,Carl Sainté,2002-08-09,26,0,El Paso Locomotive FC,USA,https://en.wikipedia.org/wiki/El_Paso_Locomotive_FC,False,https://en.wikipedia.org/wiki/Carl_Saint%C3%A9,0,0,0,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,carl sainte
jean-ricner-bellegarde,10,MF,Jean-Ricner Bellegarde,1998-06-27,10,0,Wolverhampton Wanderers,ENG,https://en.wikipedia.org/wiki/Wolverhampton_Wanderers_F.C.,False,https://en.wikipedia.org/wiki/Jean-Ricner_Bellegarde,3,0,1,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,jean ricner bellegarde
danley-jean-jacques,17,MF,Danley Jean Jacques,2000-05-20,31,6,Philadelphia Union,USA,https://en.wikipedia.org/wiki/Philadelphia_Union,False,https://en.wikipedia.org/wiki/Danley_Jean_Jacques,3,0,1,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,danley jean jacques
dominique-simon,25,MF,Dominique Simon,2000-07-29,2,0,Tatran Prešov,SVK,https://en.wikipedia.org/wiki/1._FC_Tatran_Pre%C5%A1ov,False,https://en.wikipedia.org/wiki/Dominique_Simon,2,0,0,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,dominique simon
woodensky-pierre,26,MF,Woodensky Pierre,2004-12-30,1,0,Violette,HAI,https://en.wikipedia.org/wiki/Violette_AC,False,https://en.wikipedia.org/wiki/Woodensky_Pierre,0,0,0,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,woodensky pierre
derrick-etienne-jr-,7,FW,Derrick Etienne Jr.,1996-11-25,51,8,Toronto FC,CAN,https://en.wikipedia.org/wiki/Toronto_FC,False,https://en.wikipedia.org/wiki/Derrick_Etienne_Jr.,1,0,0,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,derrick etienne jr
duckens-nazon,9,FW,Duckens Nazon,1994-04-07,82,44,Esteghlal,IRN,https://en.wikipedia.org/wiki/Esteghlal_F.C.,False,https://en.wikipedia.org/wiki/Duckens_Nazon,1,0,1,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,duckens nazon
louicius-deedson,11,FW,Louicius Deedson,2001-02-11,32,10,FC Dallas,USA,https://en.wikipedia.org/wiki/FC_Dallas,False,https://en.wikipedia.org/wiki/Louicius_Deedson,3,0,0,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,louicius deedson
ruben-providence,15,FW,Ruben Providence,2001-07-07,15,3,Almere City,NED,https://en.wikipedia.org/wiki/Almere_City_FC,False,https://en.wikipedia.org/wiki/Ruben_Providence,3,0,0,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,ruben providence
lenny-joseph,16,FW,Lenny Joseph,2000-10-12,2,1,Ferencváros,HUN,https://en.wikipedia.org/wiki/Ferencv%C3%A1rosi_TC,False,https://en.wikipedia.org/wiki/Lenny_Joseph,3,0,0,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,lenny joseph
wilson-isidor,18,FW,Wilson Isidor,2000-08-27,4,2,Sunderland,ENG,https://en.wikipedia.org/wiki/Sunderland_A.F.C.,False,https://en.wikipedia.org/wiki/Wilson_Isidor,3,1,0,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,wilson isidor
yassin-fortune,19,FW,Yassin Fortuné,1999-01-30,4,0,Vizela,POR,https://en.wikipedia.org/wiki/F.C._Vizela,False,https://en.wikipedia.org/wiki/Yassin_Fortun%C3%A9,1,0,0,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,yassin fortune
frantzdy-pierrot,20,FW,Frantzdy Pierrot,1995-03-29,51,34,Çaykur Rizespor,TUR,https://en.wikipedia.org/wiki/%C3%87aykur_Rizespor,False,https://en.wikipedia.org/wiki/Frantzdy_Pierrot,3,0,1,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,frantzdy pierrot
josue-casimir,21,FW,Josué Casimir,2001-09-24,7,0,Auxerre,FRA,https://en.wikipedia.org/wiki/AJ_Auxerre,False,https://en.wikipedia.org/wiki/Josu%C3%A9_Casimir,3,0,1,0,HAI,🇭🇹,https://en.wikipedia.org/wiki/Haiti_national_football_team,Sébastien Migné,josue casimir
